Stock Name,Symbol,Sector,Industry,Market Cap(Rs. Cr.),Exchange
Hindustan Fluorocarbons Ltd.,HINFLUR,crudeoil,Petrochemicals,21.66,BSE
Duke Offshore Ltd.,DUKEOFS,crudeoil,Oil Exploration,8.9,BSE
Asian Star Company Ltd.,ASTAR,diamondjewellery,Diamond  &  Jewellery,1168.5,BSE
Starlineps Enterprises Ltd.,STARLENT,diamondjewellery,Diamond  &  Jewellery,474.67,BSE
Uday Jewellery Industries Ltd.,UDAYJEW,diamondjewellery,Diamond  &  Jewellery,279.68,BSE
Ashapuri Gold Ornament Ltd.,AGOL,diamondjewellery,Diamond  &  Jewellery,167.12,BSE
Atlas Jewellery India Ltd.,AJIL,diamondjewellery,Diamond  &  Jewellery,157.52,BSE
Patdiam Jewellery Ltd.,PJL,diamondjewellery,Diamond  &  Jewellery,109.09,BSE
Narbada Gems And Jewellery Ltd.,NARBADA,diamondjewellery,Diamond  &  Jewellery,109.07,BSE
Gautam Gems Ltd.,GGL,diamondjewellery,Diamond  &  Jewellery,97.29,BSE
Sagar Diamonds Ltd.,SAGAR,diamondjewellery,Diamond  &  Jewellery,92.17,BSE
Golkunda Diamonds & Jewellery Ltd.,GOLKUNDIA,diamondjewellery,Diamond  &  Jewellery,83.43,BSE
Deep Diamond India Ltd.,DDIL,diamondjewellery,Diamond  &  Jewellery,80.72,BSE
Swarnsarita Jewels India Ltd.,SWARNSAR,diamondjewellery,Diamond  &  Jewellery,63.05,BSE
Kenvi Jewels Ltd.,KENVI,diamondjewellery,Diamond  &  Jewellery,40.44,BSE
SJ Corporation Ltd.,SJCORP,diamondjewellery,Diamond  &  Jewellery,35.3,BSE
UH Zaveri Ltd.,UHZAVERI,diamondjewellery,Diamond  &  Jewellery,32.93,BSE
SM Gold Ltd.,SMGOLD,diamondjewellery,Diamond  &  Jewellery,19.77,BSE
Darshan Orna Ltd.,DARSHANORNA,diamondjewellery,Diamond  &  Jewellery,19.21,BSE
Orosil Smiths India Ltd.,OROSMITHS,diamondjewellery,Diamond  &  Jewellery,18.92,BSE
Bhakti Gems & Jewellery Ltd.,BGJL,diamondjewellery,Diamond  &  Jewellery,16.84,BSE
Sovereign Diamonds Ltd.,SOVERDIA,diamondjewellery,Diamond  &  Jewellery,16.61,BSE
Mini Diamonds (India) Ltd.,MINID,diamondjewellery,Diamond  &  Jewellery,6.83,BSE
Shukra Jewellery Ltd.,SHUKJEW,diamondjewellery,Diamond  &  Jewellery,6.32,BSE
Shukra Bullions Ltd.,SKRABUL,diamondjewellery,Diamond  &  Jewellery,4.72,BSE
Sunraj Diamond Exports Ltd.,SUNRAJDI,diamondjewellery,Diamond  &  Jewellery,3.61,BSE
Neogem India Ltd.,NOGMIND,diamondjewellery,Diamond  &  Jewellery,2.56,BSE
TCI Industries Ltd.,TCIIND,diversified,Diversified,112.09,BSE
BNR Udyog Ltd.,BNRUDY,diversified,Diversified,10.98,BSE
Insolation Energy Ltd.,INA,electricals,Electronics - Components,317.06,BSE
Cosmo Ferrites Ltd.,COSMOFE,electricals,Electronics - Components,311.1,BSE
RIR Power Electronics Ltd.,RIR,electricals,Electronics - Components,262.39,BSE
Ultracab (India) Ltd.,ULTRACAB,electricals,Cable,259.07,BSE
Hindusthan Urban Infrastructure Ltd.,HUIL,electricals,Electronics - Components,256.83,BSE
SPEL Semiconductor Ltd.,SPELS,electricals,Electronics - Components,220.44,BSE
Modern Insulators Ltd.,MODINSU,electricals,Electronics - Components,194.23,BSE
Edvenswa Enterprises Ltd.,EDVENSWA,electricals,Electronics - Components,89.03,BSE
Relicab Cable Manufacturing Ltd.,RELICAB,electricals,Cable,70.61,BSE
Delton Cables Ltd.,DLTNCBL,electricals,Cable,66.27,BSE
Containe Technologies Ltd.,CONTAINE,electricals,Electronics - Components,47.02,BSE
Vintron Informatics Ltd.,VINTRON,electricals,Electronics - Components,45.37,BSE
BCC Fuba India Ltd.,BCCFUBA,electricals,Electronics - Components,39.81,BSE
Gujarat Poly Electronics Ltd.,GUJARATPOLY,electricals,Electronics - Components,35.23,BSE
Cybele Industries Ltd.,CYBELEIND,electricals,Cable,25.99,BSE
Fine-Line Circuits Ltd.,FINELINE,electricals,Electronics - Components,22.98,BSE
Incap Ltd.,INCAP,electricals,Electronics - Components,22.25,BSE
Jigar Cables Ltd.,JIGAR,electricals,Cable,17.58,BSE
Pan Electronics (India) Ltd.,PANELEC,electricals,Electronics - Components,12.74,BSE
Sturdy Industries Ltd.,STURDY,electricals,Cable,8.32,BSE
Switching Technologies Gunther Ltd.,SWITCHTE,electricals,Electronics - Components,7.48,BSE
Integrated Technologies Ltd.,INTECH,electricals,Electronics - Components,7.48,BSE
SGN Telecoms Ltd.,SGNTE,electricals,Cable,5.66,BSE
Continental Controls Ltd.,CONTICON,electricals,Electronics - Components,3.42,BSE
Linaks Microelectronics Ltd.,LINAKS,electricals,Electronics - Components,2.06,BSE
Savant Infocomm Ltd.,SAVINFOCO,electricals,Cable,1.36,BSE
Mishtann Foods Ltd.,MISHTANN,fastmovingconsumergoods,Consumer Food,1003.0,BSE
KSE Ltd.,KSE,fastmovingconsumergoods,Consumer Food,611.2,BSE
IFB Agro Industries Ltd.,IFBAGRO,fastmovingconsumergoods,Consumer Food,498.7,BSE
Lotus Chocolate Company Ltd.,LOTUSCHO,fastmovingconsumergoods,Consumer Food,343.82,BSE
Inflame Appliances Ltd.,INFLAME,fastmovingconsumergoods,Household & Personal Products,339.89,BSE
Vadilal Enterprises Ltd.,VADILENT,fastmovingconsumergoods,Consumer Food,323.5,BSE
Milkfood Ltd.,MLKFOOD,fastmovingconsumergoods,Consumer Food,308.82,BSE
Vijay Solvex Ltd.,VIJSOLX,fastmovingconsumergoods,Edible Oil,292.53,BSE
Bambino Agro Industries Ltd.,BAMBINO,fastmovingconsumergoods,Consumer Food,286.72,BSE
Ajanta Soya Ltd.,AJANTSOY,fastmovingconsumergoods,Edible Oil,282.09,BSE
Modi Naturals Ltd.,MODINATUR,fastmovingconsumergoods,Edible Oil,271.1,BSE
Ovobel Foods Ltd.,OVOBELE,fastmovingconsumergoods,Consumer Food,256.43,BSE
Ambar Protein Industries Ltd.,AMBARPIL,fastmovingconsumergoods,Edible Oil,255.3,BSE
Kaira Can Company Ltd.,KAIRA,fastmovingconsumergoods,Packaging,238.09,BSE
Refex Renewables & Infrastructure Ltd.,REFEXRENEW,fastmovingconsumergoods,Consumer Food,211.36,BSE
The Indian Wood Products Company Ltd.,IWP,fastmovingconsumergoods,Cigarettes/Tobacco,178.48,BSE
Suraj Industries Ltd.,SURJIND,fastmovingconsumergoods,Edible Oil,163.51,BSE
Shri Gang Industries & Allied Products Ltd.,SHRIGANG,fastmovingconsumergoods,Edible Oil,161.91,BSE
Flex Foods Ltd.,FLEXFO,fastmovingconsumergoods,Consumer Food,142.12,BSE
CIAN Agro Industries & Infrastructure Ltd.,CIANAGRO,fastmovingconsumergoods,Edible Oil,135.73,BSE
AKI India Ltd.,AKI,fastmovingconsumergoods,Leather,133.86,BSE
Sayaji Industries Ltd.,SAYAJIIND,fastmovingconsumergoods,Consumer Food,117.24,BSE
Radix Industries (India) Ltd.,RADIXIND,fastmovingconsumergoods,Household & Personal Products,117.06,BSE
Freshtrop Fruits Ltd.,FRSHTRP*,fastmovingconsumergoods,Consumer Food,115.21,BSE
Sharat Industries Ltd.,SHINDL,fastmovingconsumergoods,Consumer Food,110.72,BSE
Diligent Industries Ltd.,DILIGENT,fastmovingconsumergoods,Edible Oil,106.81,BSE
Sampre Nutritions Ltd.,SAMPRE,fastmovingconsumergoods,Consumer Food,104.32,BSE
NTC Industries Ltd.,NTCIND,fastmovingconsumergoods,Cigarettes/Tobacco,103.44,BSE
Aveer Foods Ltd.,AVEER,fastmovingconsumergoods,Consumer Food,88.6,BSE
Kovilpatti Lakshmi Roller Flour Mills Ltd.,KLRFM,fastmovingconsumergoods,Consumer Food,88.58,BSE
Lykis Ltd.,LYKISLTD,fastmovingconsumergoods,Household & Personal Products,84.57,BSE
Kothari Fermentation & Biochem Ltd.,KFBL,fastmovingconsumergoods,Consumer Food,79.95,BSE
Virat Crane Industries Ltd.,VIRATCRA,fastmovingconsumergoods,Consumer Food,77.81,BSE
Super Tannery Ltd.,SUPTANERY,fastmovingconsumergoods,Leather,77.31,BSE
Gayatri Bio Organics Ltd.,GAYATRIBI,fastmovingconsumergoods,Consumer Food,73.9,BSE
Rajeshwari Cans Ltd.,RCAN,fastmovingconsumergoods,Packaging,69.77,BSE
Tirupati Starch & Chemicals Ltd.,TIRUSTA,fastmovingconsumergoods,Consumer Food,67.48,BSE
Saboo Sodium Chloro Ltd.,SABOOSOD,fastmovingconsumergoods,Consumer Food,65.85,BSE
Goel Food Products Ltd.,GOEL,fastmovingconsumergoods,Consumer Food,65.23,BSE
Modern Dairies Ltd.,MODAIRY,fastmovingconsumergoods,Consumer Food,62.85,BSE
Universal Starch-Chem Allied Ltd.,UNIVSTAR,fastmovingconsumergoods,Consumer Food,62.14,BSE
Ritesh International Ltd.,RITESHIN,fastmovingconsumergoods,Consumer Food,61.15,BSE
MSR Copper Ltd.,MSRINDIA,fastmovingconsumergoods,Consumer Food,53.39,BSE
Standard Surfactants Ltd.,STDSFAC,fastmovingconsumergoods,Detergents & Soaps,50.75,BSE
Anuroop Packaging Ltd.,ANUROOP,fastmovingconsumergoods,Packaging,46.92,BSE
Sunil Agro Foods Ltd.,SUNILAGR,fastmovingconsumergoods,Consumer Food,45.34,BSE
NHC Foods Ltd.,NHCFOODS,fastmovingconsumergoods,Consumer Food,41.91,BSE
Tanvi Foods (India) Ltd.,TANVI,fastmovingconsumergoods,Consumer Food,41.06,BSE
Phoenix International Ltd.,PHOENXINTL,fastmovingconsumergoods,Leather,40.55,BSE
Synthiko Foils Ltd.,SYNTHFO,fastmovingconsumergoods,Packaging,39.06,BSE
Oceanic Foods Ltd.,OCEANIC,fastmovingconsumergoods,Consumer Food,37.58,BSE
GKP Printing & Packaging Ltd.,GKP,fastmovingconsumergoods,Packaging,37.07,BSE
Ambo Agritec Ltd.,AMBOAGRI,fastmovingconsumergoods,Edible Oil,35.04,BSE
ICL Organic Dairy Products Ltd.,ICLORGANIC,fastmovingconsumergoods,Consumer Food,33.61,BSE
Chordia Food Products Ltd.,CHORDIA,fastmovingconsumergoods,Consumer Food,31.6,BSE
Poona Dal & Oil Industries Ltd.,POONADAL,fastmovingconsumergoods,Edible Oil,31.51,BSE
Pee Cee Cosma Sope Ltd.,PCCOSMA,fastmovingconsumergoods,Household & Personal Products,31.23,BSE
Spectrum Foods Ltd.,SPECFOOD,fastmovingconsumergoods,Consumer Food,31.03,BSE
Ador Multiproducts Ltd.,ADORMUL,fastmovingconsumergoods,Household & Personal Products,31.03,BSE
Orient Beverages Ltd.,ORIBEVER,fastmovingconsumergoods,Consumer Food,30.74,BSE
Tasty Dairy Specialities Ltd.,TDSL,fastmovingconsumergoods,Consumer Food,30.13,BSE
Amin Tannery Ltd.,AMINTAN,fastmovingconsumergoods,Leather,25.05,BSE
NK Industries Ltd.,NKIND,fastmovingconsumergoods,Edible Oil,23.38,BSE
Hipolin Ltd.,HIPOLIN,fastmovingconsumergoods,Detergents & Soaps,23.31,BSE
Natraj Proteins Ltd.,NATRAJPR,fastmovingconsumergoods,Edible Oil,21.34,BSE
Paramount Cosmetics (India) Ltd.,PARMCOS_B,fastmovingconsumergoods,Household & Personal Products,20.88,BSE
Jaipan Industries Ltd.,JAIPAN,fastmovingconsumergoods,Household & Personal Products,20.5,BSE
Nuway Organic Naturals India Ltd.,NUWAY,fastmovingconsumergoods,Household & Personal Products,15.77,BSE
Yuvraaj Hygiene Product Ltd.,YUVRAAJHPL,fastmovingconsumergoods,Household & Personal Products,13.42,BSE
Prima Agro Ltd.,PRIMAGR,fastmovingconsumergoods,Consumer Food,13.2,BSE
Welterman International Ltd.,WELTI,fastmovingconsumergoods,Leather,11.81,BSE
Jetmall Spices and Masala Ltd.,JETMALL,fastmovingconsumergoods,Consumer Food,11.48,BSE
Kore Foods Ltd.,KORE,fastmovingconsumergoods,Consumer Food,11.32,BSE
KMG Milk Food Ltd.,KMGMILK,fastmovingconsumergoods,Consumer Food,11.09,BSE
Sarup Industries Ltd.,SARUPINDUS,fastmovingconsumergoods,Household & Personal Products,10.46,BSE
Euro Leder Fashion Ltd.,EUROLED,fastmovingconsumergoods,Leather,10.2,BSE
Novateor Research Laboratories Ltd.,NOVATEOR,fastmovingconsumergoods,Household & Personal Products,10.1,BSE
Muller & Phipps (India) Ltd.,MULLER,fastmovingconsumergoods,Household & Personal Products,9.63,BSE
Mahaan Foods Ltd.,MAHAANF,fastmovingconsumergoods,Consumer Food,9.1,BSE
Prime Industries Ltd.,PRIMIND,fastmovingconsumergoods,Consumer Food,8.92,BSE
ANS Industries Ltd.,ANSINDUS,fastmovingconsumergoods,Consumer Food,8.89,BSE
Chothani Foods Ltd.,CHOTHANI,fastmovingconsumergoods,Consumer Food,8.77,BSE
RT Exports Ltd.,RTEXPO,fastmovingconsumergoods,Consumer Food,8.59,BSE
Shashwat Furnishing Solutions Ltd.,SFSL,fastmovingconsumergoods,Household & Personal Products,8.56,BSE
Milestone Furniture Ltd.,MILEFUR,fastmovingconsumergoods,Household & Personal Products,8.53,BSE
Uniroyal Marine Exports Ltd.,UNRYLMA,fastmovingconsumergoods,Consumer Food,8.33,BSE
Super Bakers (India) Ltd.,SUPERBAK,fastmovingconsumergoods,Consumer Food,6.56,BSE
Suryo Foods & Industries Ltd.,SURFI,fastmovingconsumergoods,Consumer Food,4.91,BSE
JR Foods Ltd.,JRFOODS,fastmovingconsumergoods,Edible Oil,4.74,BSE
IB Infotech Enterprises Ltd.,IBINFO,fastmovingconsumergoods,Consumer Food,4.67,BSE
Integrated Proteins Ltd.,INTEGFD,fastmovingconsumergoods,Consumer Food,4.12,BSE
SR Industries Ltd.,SRIND,fastmovingconsumergoods,Household & Personal Products,3.76,BSE
Tricom Fruit Products Ltd.,TRICOMFRU,fastmovingconsumergoods,Consumer Food,3.06,BSE
Oscar Global Ltd.,OSCARGLO,fastmovingconsumergoods,Leather,3.03,BSE
Goldcoin Health Foods Ltd.,GOLDCOINHF,fastmovingconsumergoods,Consumer Food,2.07,BSE
Shah Foods Ltd.,SHAHFOOD,fastmovingconsumergoods,Consumer Food,1.72,BSE
Transglobe Foods Ltd.,TRANSFD,fastmovingconsumergoods,Consumer Food,1.13,BSE
Facor Alloys Ltd.,FACORALL,ferromanganese,Ferro & Silica Manganese,178.73,BSE
Indsil Hydro Power and Manganese Ltd.,INDSILHYD,ferromanganese,Ferro & Silica Manganese,133.54,BSE
Nagpur Power & Industries Ltd.,NAGPI,ferromanganese,Ferro & Silica Manganese,104.76,BSE
VBC Ferro Alloys Ltd.,VBCFERROQ,ferromanganese,Ferro & Silica Manganese,97.71,BSE
Kama Holdings Ltd.,KAMAHOLD,finance,Finance - Investment,7961.78,BSE
Bengal & Assam Company Ltd.,BENGALASM,finance,Finance - NBFC,4959.09,BSE
Authum Investment & Infrastructure Ltd.,AIIL,finance,Finance - Investment,3609.21,BSE
Sindhu Trade Links Ltd.,SINDHUTRAD,finance,Finance - NBFC,3546.44,BSE
SG Finserve Ltd.,SGFIN,finance,Finance - Investment,2119.37,BSE
Magellanic Cloud Ltd.,MCLOUD,finance,Finance - Investment,1249.84,BSE
Finkurve Financial Services Ltd.,FINKURVE,finance,Finance - NBFC,1072.59,BSE
Waaree Renewable Technologies Ltd.,WAAREERTL,finance,Finance - NBFC,994.12,BSE
Balmer Lawrie Investments Ltd.,BLIL,finance,Finance - NBFC,804.87,BSE
Capital India Finance Ltd.,CIFL,finance,Finance - Investment,746.25,BSE
Toyam Sports Ltd.,TOYAMSL,finance,Finance - Stock Broking,724.23,BSE
Mufin Green Finance Ltd.,MUFIN,finance,Finance - Investment,680.61,BSE
MKVentures Capital Ltd.,MKVENTURES,finance,Finance - NBFC,462.19,BSE
Kiran Vyapar Ltd.,KIRANVYPAR,finance,Finance - NBFC,392.21,BSE
Moneyboxx Finance Ltd.,MONEYBOXX,finance,Finance - NBFC,386.19,BSE
Star Housing Finance Ltd.,STARHFL,finance,Finance - Housing,372.96,BSE
Niyogin Fintech Ltd.,NIYOGIN,finance,Finance - Investment,342.45,BSE
Mangalam Industrial Finance Ltd.,MANGIND,finance,Finance - NBFC,342.35,BSE
Industrial & Prudential Investment Company Ltd.,INDPRUD,finance,Finance - NBFC,311.71,BSE
Saraswati Commercial (India) Ltd.,ZSARACOM,finance,Finance - NBFC,308.05,BSE
AK Capital Services Ltd.,AKCAPIT,finance,Finance - Investment,301.82,BSE
Sera Investments & Finance India Ltd.,SERA,finance,Finance - Others,283.8,BSE
SRG Housing Finance Ltd.,SRGHFL,finance,Finance - Housing,276.9,BSE
Master Trust Ltd.,MASTERTR,finance,Finance - NBFC,265.39,BSE
Systematix Corporate Services Ltd.,SYSTMTXC,finance,Finance - Investment,260.97,BSE
Indianivesh Ltd.,INDIANVSH,finance,Finance - NBFC,257.45,BSE
Mangal Credit and Fincorp Ltd.,MANCREDIT,finance,Finance - NBFC,223.17,BSE
UY Fincorp Ltd.,UYFINCORP,finance,Finance - NBFC,221.63,BSE
Quest Capital Markets Ltd.,QUESTCAP,finance,Finance - NBFC,218.0,BSE
Mercantile Ventures Ltd.,MERCANTILE,finance,Finance - NBFC,214.32,BSE
Sakthi Finance Ltd.,SAKTHIFIN,finance,Finance - NBFC,207.06,BSE
Galactico Corporate Services Ltd.,GALACTICO,finance,Finance - Investment,201.91,BSE
Mefcom Capital Markets Ltd.,MEFCOMCAP,finance,Finance - Investment,194.67,BSE
Adcon Capital Services Ltd.,ADCON,finance,Finance - NBFC,191.9,BSE
Som Datt Finance Corporation Ltd.,SODFC,finance,Finance - Investment,191.75,BSE
Indian Infotech & Software Ltd.,INDINFO,finance,Finance - Investment,186.64,BSE
Shree Securities Ltd.,SHREESEC,finance,Finance - Investment,185.53,BSE
Available Finance Ltd.,AVAILFC,finance,Finance - NBFC,181.52,BSE
Shardul Securities Ltd.,SHARDUL,finance,Finance - NBFC,174.98,BSE
Bombay Oxygen Investments Ltd.,BOMOXY_B1,finance,Finance - Investment,171.78,BSE
Apollo Finvest (India) Ltd.,APOLLOFI,finance,Finance - Investment,171.08,BSE
Karnavati Finance Ltd.,KARNAVATI,finance,Finance - Investment,166.78,BSE
Garnet International Ltd.,GARNETINT,finance,Finance - Investment,156.88,BSE
Zodiac Ventures Ltd.,ZODIACVEN,finance,Finance - Investment,154.75,BSE
Capital Trade Links Ltd.,CTL,finance,Finance - NBFC,153.36,BSE
Sonal Mercantile Ltd.,SONAL,finance,Finance - NBFC,152.18,BSE
Paul Merchants Ltd.,PML,finance,Finance - Investment,144.43,BSE
PMC Fincorp Ltd.,PMCFIN,finance,Finance - Investment,128.17,BSE
KIFS Financial Services Ltd.,KIFS,finance,Finance - NBFC,127.11,BSE
Munoth Capital Markets Ltd.,MUNCAPM,finance,Finance - Stock Broking,123.04,BSE
RSD Finance Ltd.,RSDFIN,finance,Finance - NBFC,122.99,BSE
Vibrant Global Capital Ltd.,VGCL,finance,Finance - Investment,120.03,BSE
LKP Finance Ltd.,LKPFIN,finance,Finance - Investment,116.13,BSE
Shriram Asset Management Company Ltd.,SRAMSET,finance,Finance - Asset Management,115.14,BSE
Comfort Fincap Ltd.,COMFINCAP,finance,Finance - NBFC,108.95,BSE
Prismx Global Ventures Ltd.,PRISMX,finance,Finance - Investment,104.6,BSE
India Finsec Ltd.,IFINSEC,finance,Finance - NBFC,104.01,BSE
LKP Securities Ltd.,LKPSEC,finance,Finance - Stock Broking,101.84,BSE
Tamboli Capital Ltd.,TAMBOLI,finance,Finance - Investment,101.48,BSE
IM+ Capitals Ltd.,IMCAP,finance,Finance - Investment,98.92,BSE
Emerald Leasing Finance & Investment Company Ltd.,EMERALD,finance,Finance - NBFC,98.57,BSE
Shalibhadra Finance Ltd.,SAHLIBHFI,finance,Finance - NBFC,95.93,BSE
Veeram Securities Ltd.,VSL,finance,Finance - Others,95.31,BSE
Aryaman Financial Services Ltd.,ARYAMAN,finance,Finance - Investment,94.68,BSE
Oracle Credit Ltd.,ORACLECR,finance,Finance - NBFC,94.49,BSE
Naysaa Securities Ltd.,NAYSAA,finance,Finance - Stock Broking,92.33,BSE
Akashdeep Metal Industries Ltd.,AKASHDEEP,finance,Finance - Others,91.58,BSE
Global Capital Markets Ltd.,GLOBALCA,finance,Finance - NBFC,91.11,BSE
Tilak Ventures Ltd.,TILAK,finance,Finance - Investment,90.61,BSE
Comfort Intech Ltd.,COMFINTE,finance,Finance - NBFC,89.58,BSE
Lohia Securities Ltd.,LOHIASEC,finance,Finance - Stock Broking,88.25,BSE
Apoorva Leasing Finance And Investment Company Ltd.,APOORVA,finance,Finance - Investment,87.69,BSE
Arnold Holdings Ltd.,ARNOLD,finance,Finance - NBFC,85.71,BSE
Anjani Foods Ltd.,ANJANIFOODS,finance,Finance - NBFC,85.24,BSE
Caspian Corporate Services Ltd.,CASPIAN,finance,Finance - Others,83.85,BSE
Inditrade Capital Ltd.,INDICAP,finance,Finance - Stock Broking,82.44,BSE
KBS India Ltd.,KBSINDIA,finance,Finance - Stock Broking,79.52,BSE
SPS Finquest Ltd.,SPS,finance,Finance - NBFC,79.08,BSE
Advik Capital Ltd.,ADVIKCA,finance,Finance - NBFC,79.05,BSE
Banas Finance Ltd.,BANASFN,finance,Finance - NBFC,75.19,BSE
Upsurge Investment & Finance Ltd.,UPSURGE,finance,Finance - NBFC,71.97,BSE
Colab Cloud Platforms Ltd.,COLABCLOUD,finance,Finance - Investment,71.4,BSE
Visagar Financial Services Ltd.,VISAGAR,finance,Finance - NBFC,70.79,BSE
East West Holdings Ltd.,EASTWEST,finance,Finance - Investment,67.7,BSE
Mehta Housing Finance Ltd.,MEHTAHG,finance,Finance - Housing,67.43,BSE
ISL Consulting Ltd.,ISLCONSUL,finance,Finance - Stock Broking,65.28,BSE
Canopy Finance Ltd.,CANOPYFIN,finance,Finance - NBFC,64.09,BSE
Gujarat State Financial Corporation Ltd.,GUJSTATFIN,finance,Finance Term Lending,64.07,BSE
Gujarat Credit Corporation Ltd.,GUJCRED,finance,Finance - NBFC,61.5,BSE
Abhinav Capital Services Ltd.,ABHICAP,finance,Finance - NBFC,61.01,BSE
Sumedha Fiscal Services Ltd.,SUMEDHA,finance,Finance - Investment,59.76,BSE
Saumya Consultants Ltd.,SAUMYA,finance,Finance - NBFC,59.4,BSE
Mukesh Babu Financial Services Ltd.,MUKESHB,finance,Finance - NBFC,58.45,BSE
Morgan Ventures Ltd.,MORGAN,finance,Finance - NBFC,57.66,BSE
SKP Securities Ltd.,SKPSEC,finance,Finance - Investment,57.6,BSE
Escorp Asset Management Ltd.,ESCORP,finance,Finance - Asset Management,55.58,BSE
Innovassynth Investments Ltd.,INOVSYNTH,finance,Finance - NBFC,54.87,BSE
Alfred Herbert (India) Ltd.,ALFREDHE,finance,Finance - NBFC,54.39,BSE
Biogen Pharmachem Industries Ltd.,BIOGEN,finance,Finance - Others,53.51,BSE
Leading Leasing Finance And Investment Co Ltd.,LLFICL,finance,Finance - NBFC,52.98,BSE
Intellivate Capital Ventures Ltd.,INTELLCAP,finance,Finance - Investment,52.54,BSE
GCM Securities Ltd.,GCMSECU,finance,Finance - Stock Broking,52.43,BSE
Kreon Finnancial Services Ltd.,KREONFIN,finance,Finance - NBFC,52.14,BSE
Gogia Capital Services Ltd.,GOGIACAP,finance,Finance - Stock Broking,51.64,BSE
Greencrest Financial Services Ltd.,GREENCREST,finance,Finance - NBFC,51.54,BSE
Visco Trade Associates Ltd.,VISCO,finance,Finance - NBFC,50.89,BSE
ACME Resources Ltd.,ACME,finance,Finance - NBFC,50.59,BSE
Dynamic Portfolio Management & Services Ltd.,DYNAMICP,finance,Finance - NBFC,49.92,BSE
Morarka Finance Ltd.,MORARKFI,finance,Finance - NBFC,49.5,BSE
NCL Research & Financial Services Ltd.,NCLRESE,finance,Finance - NBFC,49.24,BSE
Salem Erode Investments Ltd.,SALEM,finance,Finance - NBFC,48.96,BSE
Luharuka Media & Infra Ltd.,LUHARUKA,finance,Finance - NBFC,48.27,BSE
Sulabh Engineers & Services Ltd.,SULABEN,finance,Finance - NBFC,48.23,BSE
Pioneer Investcorp Ltd.,PIONRINV,finance,Finance - Investment,48.08,BSE
Suchitra Finance & Trading Co Ltd.,SUCHITRA,finance,Finance - NBFC,48.06,BSE
Swastika Investmart Ltd.,SWASTIKA,finance,Finance - Stock Broking,48.01,BSE
Titan Securities Ltd.,TITANSEC,finance,Finance - Investment,47.78,BSE
ARC Finance Ltd.,ARCFIN,finance,Finance - NBFC,47.47,BSE
Joindre Capital Services Ltd.,JOINDRE,finance,Finance - Stock Broking,47.04,BSE
HB Portfolio Ltd.,HBPOR,finance,Finance - Investment,46.72,BSE
Wallfort Financial Services Ltd.,WALLFORT,finance,Finance - Investment,46.5,BSE
India Home Loan Ltd.,INDIAHOME,finance,Finance - Housing,46.13,BSE
Optimus Finance Ltd.,OPTIFIN,finance,Finance - NBFC,45.77,BSE
WSFX Global Pay Ltd.,WSFIN,finance,Finance - NBFC,44.9,BSE
Yamini Investments Ltd.,YAMNINV,finance,Finance - Investment,44.69,BSE
Munoth Financial Services Ltd.,MUNOTHFI,finance,Finance - Investment,41.7,BSE
Assam Entrade Ltd.,ASSAMENT,finance,Finance - Investment,41.06,BSE
Chartered Capital & Investment Ltd.,CHRTEDCA,finance,Finance - Investment,40.66,BSE
